Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity
2022-01-04,Koramangala,Sony World Junction,28369,29.409745067661400,1.5,86.33738400847440,100.0,1,106.738,35.498890273365300,80.13669083419430,84.51974143146830,104,Overcast,No
2022-01-04,Koramangala,Sarjapur Road,31228,42.57507710047310,1.5,97.78375372046090,100.0,2,112.456,35.82395476988410,78.50138864532590,87.37354690668780,73,Fog,No
2022-01-04,M.G. Road,Trinity Circle,34180,37.03463635867220,1.5,100.0,100.0,0,118.36,32.54554159082250,68.45792027986180,66.37486760889570,103,Fog,No
2022-01-04,M.G. Road,Anil Kumble Circle,43569,40.38910043684660,1.5,100.0,100.0,1,137.138,55.214206893212100,82.83113218675650,67.80483629489230,92,Clear,No
2022-01-04,Pattanagere,Pattanagere 4th Block,16342,39.54830800668160,1.35870616985057,46.07800824656620,81.95511389570260,0,82.684,78.76650318360250,64.4815560867221,69.89277995228710,110,Clear,No
2022-01-04,Yeshwanthpur,Yeshwanthpur Circle,19306,34.979532763712700,1.1701745754465700,64.50554090702240,93.95409732415080,0,88.612,52.74340297091430,71.54522212961020,79.06191107113060,88,Clear,Yes
2022-01-04,Yeshwanthpur,Tumkur Road,16012,39.23108130476850,1.1018562619055100,57.00338777781190,82.66227859889690,0,82.024,43.010333198511100,76.47363656589070,67.44341332714980,118,Windy,No
2022-01-05,Indiranagar,100 Feet Road,49952,50.80134095075200,1.5,100.0,100.0,2,149.904,21.498605855169500,92.58298880925530,83.25986103481,101,Overcast,No
2022-01-05,Indiranagar,CMH Road,33970,20.0,1.5,100.0,100.0,1,117.94,72.9702201292198,75.35564885492850,77.17764305569940,116,Clear,No
2022-01-05,Whitefield,ITPL Main Road,17018,57.473270552317200,1.2133844367905300,64.60451832768580,87.97597211224530,0,84.036,31.820544745688400,69.93956559257860,87.19731462863390,108,Clear,No
2022-01-05,Koramangala,Sony World Junction,58920,25.212362842176900,1.5,100.0,100.0,2,167.84,54.88033430197080,87.75793777868400,77.13622216737980,92,Clear,No
2022-01-05,Koramangala,Sarjapur Road,46963,34.44415329089550,1.5,100.0,100.0,2,143.926,71.0486736260906,97.28473129934450,78.25665917946040,106,Clear,No
2022-01-05,Pattanagere,Pattanagere 4th Block,18111,55.94191518470950,1.2365101742979700,58.35005407740260,86.10261638822030,0,86.22200000000000,66.19974140186080,60.18528092018410,66.6749585845572,97,Overcast,No
2022-01-05,Pattanagere,South End Circle,22491,42.39264835108180,1.1809758064530800,67.787140407596,100.0,0,94.982,39.32478146531840,96.593836042724,68.11969495583170,102,Clear,No
2022-01-05,Hebbal,Hebbal Flyover,38924,23.934740912583300,1.5,100.0,100.0,2,127.848,62.49723292794250,68.39622372382340,94.90271447203570,90,Clear,No
2022-01-05,Yeshwanthpur,Yeshwanthpur Circle,25165,20.0,1.5,82.6985882720979,100.0,1,100.33,22.73496913466900,94.47142484054070,97.30577310668160,96,Rain,No
2022-01-05,Yeshwanthpur,Tumkur Road,15871,57.71555094994160,1.0108383970013900,47.342776571992300,76.66574796588070,1,81.742,17.28760073892020,91.99664341492760,58.927233102716700,104,Clear,No
2022-01-06,Indiranagar,100 Feet Road,46556,46.59329803364250,1.5,100.0,100.0,2,143.112,15.985597159812800,68.31545020584110,51.32661019369100,89,Clear,No
2022-01-06,Indiranagar,CMH Road,22591,30.915387036364400,1.236117977005920,70.66460614979090,100.0,2,95.182,30.612603167934200,97.93813227848630,88.18028970798800,100,Fog,No
2022-01-06,Whitefield,Marathahalli Bridge,20310,51.72257284413770,1.103155074173280,60.487121481456500,100.0,1,90.62,22.017550009381200,70.89229306077480,50.919533827373300,117,Clear,No
2022-01-06,Koramangala,Sony World Junction,61024,44.82690983945510,1.5,100.0,100.0,2,172.048,36.81969697746480,80.75670821131350,52.348298338752800,89,Clear,No
2022-01-06,Koramangala,Sarjapur Road,28153,21.483153943836700,1.5,98.22425143701820,100.0,4,106.306,25.045826501353000,61.24732540245140,63.113202214991300,103,Clear,No
2022-01-06,M.G. Road,Trinity Circle,12965,62.7080063563551,1.2753609585710900,41.913213438741600,62.28902033239110,2,75.93,29.050159606097400,83.60922667476350,68.04869484700130,198,Clear,No
2022-01-06,M.G. Road,Anil Kumble Circle,57145,45.62209850913710,1.5,100.0,100.0,1,164.29000000000000,79.13676055976530,97.76237358746450,51.9713405684253,89,Overcast,Yes
2022-01-06,Pattanagere,South End Circle,40516,34.19584226291010,1.5,100.0,100.0,1,131.03200000000000,51.738891493743700,69.20035349150810,56.02834428886390,82,Clear,No
2022-01-06,Hebbal,Hebbal Flyover,22893,46.965547765115700,1.127501001172830,78.82782752874020,100.0,2,95.786,70.90692117306510,60.850776434015500,93.73508363421000,101,Fog,No
2022-01-06,Hebbal,Ballari Road,28470,20.0,1.5,97.4501092643674,100.0,3,106.94,61.630761111222400,69.55108583073210,55.52370565656970,96,Clear,No
2022-01-06,Yeshwanthpur,Yeshwanthpur Circle,6965,47.342147325365200,1.1537306588638700,26.80961232052810,32.00753887865060,2,63.93,39.230654304945000,95.16473230248660,97.2366011145705,199,Clear,No
2022-01-06,Yeshwanthpur,Tumkur Road,32668,51.21108557787720,1.5,100.0,100.0,1,115.336,23.05067835009780,91.18337894267010,67.5062629583365,97,Rain,No
2022-01-07,Indiranagar,100 Feet Road,24405,29.84255885002770,1.2371759739366800,82.95172415675620,100.0,2,98.81,72.2123655908284,98.22605992919010,93.10638086327250,110,Clear,Yes
2022-01-07,Indiranagar,CMH Road,25768,25.49316208594670,1.5,85.81084803490870,100.0,2,101.536,69.5844839834138,79.80586108055900,74.0293288663324,103,Clear,No
2022-01-07,Whitefield,ITPL Main Road,34362,46.087035805829100,1.5,100.0,100.0,5,118.724,21.102357370515200,95.23483036795710,93.5921763872616,87,Fog,No
2022-01-07,Electronic City,Silk Board Junction,12382,45.46436548156150,1.2527254108066700,36.46940495461650,63.25005703099610,0,74.764,64.58917766058010,64.27922555307830,88.05139512510140,202,Clear,No
2022-01-07,M.G. Road,Anil Kumble Circle,50214,36.94089992898310,1.5,100.0,100.0,0,150.428,50.75193221233910,73.83532227811830,81.04577588837390,108,Fog,Yes
2022-01-07,Pattanagere,Pattanagere 4th Block,21131,44.34249738927010,1.2733181506426000,69.35472079420160,100.0,1,92.262,41.59709170307730,66.54495284766680,89.74047743749650,106,Clear,No
2022-01-07,Hebbal,Hebbal Flyover,39110,23.530413712665600,1.5,100.0,100.0,2,128.22,78.87843535718800,76.37336025260170,94.70496018395670,91,Clear,No
2022-01-07,Hebbal,Ballari Road,42022,34.7107511582513,1.5,100.0,100.0,5,134.04400000000000,12.276832564387600,96.83391391262750,80.8325157260369,109,Clear,No
2022-01-08,Indiranagar,100 Feet Road,36384,28.18948342525120,1.5,100.0,100.0,2,122.768,15.071282145619100,75.6997422562674,73.99694173585620,103,Rain,No
2022-01-08,Indiranagar,CMH Road,11033,44.5228864385802,1.096818006345010,46.5099185320096,51.589955429015100,0,72.066,53.270901402268300,88.09859882176420,77.98243417434570,201,Clear,Yes
2022-01-08,Whitefield,Marathahalli Bridge,16390,34.37367222583900,1.2757859876549100,60.64506731551500,78.9515024424481,0,82.78,17.31974882340800,85.45720998174550,85.32378632434510,78,Fog,No
2022-01-08,Koramangala,Sarjapur Road,65269,36.975996046924000,1.5,100.0,100.0,2,180.538,14.224645879339500,69.88412936040590,57.97723400565940,113,Windy,No
2022-01-08,Electronic City,Hosur Road,17926,66.42270358611860,1.2221454203750500,64.13736889877860,86.91454741331300,3,85.852,57.615976970190400,62.887936359167000,51.532625110290300,92,Overcast,No
2022-01-08,M.G. Road,Trinity Circle,22876,65.01737102530140,1.2901030641660500,75.98671216182740,100.0,2,95.75200000000000,51.464523001535400,96.49453382466760,60.53310945028330,104,Fog,No
2022-01-08,M.G. Road,Anil Kumble Circle,49798,28.283766320619500,1.5,100.0,100.0,2,149.596,70.9524930890758,77.81221020010660,75.74086769648450,96,Clear,No
2022-01-08,Pattanagere,South End Circle,30323,27.919211338058600,1.5,93.69413988103370,100.0,1,110.646,15.144772313100900,66.79031620350160,75.98869742780090,95,Clear,No
2022-01-08,Yeshwanthpur,Yeshwanthpur Circle,13356,65.76747983560840,1.3376681795876800,50.63340305900110,67.63354364396750,1,76.712,17.834373357841000,70.78998446067960,52.854342804465700,201,Clear,No
2022-01-09,Indiranagar,CMH Road,38748,38.46488475897990,1.5,100.0,100.0,2,127.496,12.098151291087500,72.31719766364760,85.23403813683230,90,Windy,Yes
2022-01-09,Whitefield,ITPL Main Road,34188,25.82840194803960,1.5,100.0,100.0,4,118.376,12.12709417877860,97.23794782027910,84.47633755157810,105,Rain,No
2022-01-09,Koramangala,Sony World Junction,32010,32.4761995653555,1.5,100.0,100.0,3,114.02,56.73153698945090,92.31383767765030,88.11425673883080,109,Overcast,No
2022-01-09,Koramangala,Sarjapur Road,13903,30.599491174057100,1.1584690766437000,50.25267746713060,68.40058101270350,0,77.806,26.628089161202900,74.9300716651736,61.363481363157600,174,Rain,No
2022-01-09,M.G. Road,Anil Kumble Circle,34831,20.0,1.5,100.0,100.0,5,119.662,23.704458997848200,60.302514999125700,82.37373570773020,115,Overcast,Yes
2022-01-09,Pattanagere,South End Circle,14614,44.0166037320525,1.1139491607847700,44.85913263185910,76.10025897832660,0,79.22800000000000,31.791538940920300,84.41335133243670,85.80753371115970,190,Clear,No
2022-01-09,Hebbal,Ballari Road,28195,38.19781934142540,1.5,95.3295777259114,100.0,4,106.39,54.320596291581600,98.05613368826630,80.08059100731660,110,Clear,No
2022-01-10,Indiranagar,100 Feet Road,43024,28.070948022040900,1.5,100.0,100.0,3,136.048,53.67015272736010,78.07070714948920,79.3304231587737,89,Overcast,No
2022-01-10,Indiranagar,CMH Road,13224,61.23396562299050,1.218678965085630,38.718941922319500,65.02905995905520,0,76.44800000000000,44.773680120141900,99.51142080859550,56.821987627836700,208,Clear,No
2022-01-10,Koramangala,Sony World Junction,31137,51.283966231285400,1.5,99.27321333119610,100.0,0,112.274,72.59336122648830,67.67469298874970,66.16857810577600,91,Clear,No
2022-01-10,Koramangala,Sarjapur Road,60935,20.0,1.5,100.0,100.0,2,171.87,56.86408686387330,99.7655744488467,83.09195949246890,102,Clear,Yes
2022-01-10,M.G. Road,Trinity Circle,39508,20.8628550309502,1.5,100.0,100.0,4,129.01600000000000,26.42494572988180,75.97263663237230,57.62080066652090,101,Clear,No
2022-01-10,M.G. Road,Anil Kumble Circle,39400,33.47530163619460,1.5,100.0,100.0,0,128.8,31.218984916173000,70.52450279643370,68.00682037357600,84,Clear,No
2022-01-10,Pattanagere,Pattanagere 4th Block,28165,59.92999517432790,1.5,100.0,100.0,4,106.33,67.22147959438340,75.22493173906320,93.89871602225350,113,Fog,No
2022-01-10,Pattanagere,South End Circle,28609,26.015320182089600,1.5,92.28532786408900,100.0,2,107.218,70.34101375908360,96.91028762053580,74.35309594094680,103,Clear,No
2022-01-10,Hebbal,Hebbal Flyover,18780,43.13028697014550,1.0103247627797900,55.303325783096500,98.53115111589170,0,87.56,77.6075512807254,77.29991513320530,65.59080665426300,100,Clear,No
2022-01-10,Hebbal,Ballari Road,27100,39.17190464382560,1.5,81.5603258755467,100.0,1,104.2,79.6406422018837,62.31122243985470,84.75176144292770,88,Clear,No
2022-01-10,Yeshwanthpur,Tumkur Road,16397,54.12435249259170,1.2495583345166600,55.1974959448997,81.2458338389037,0,82.794,72.06229506683270,77.99138595285290,59.73112559103830,96,Overcast,No
2022-01-11,Indiranagar,100 Feet Road,11423,20.0,1.0076769107292200,33.272930841567300,59.717898231221400,0,72.846,47.47170920168140,68.6080748806895,50.60603873219470,199,Clear,No
2022-01-11,Indiranagar,CMH Road,10806,44.599114873434500,1.129870370756020,40.767141547756,53.79018129368770,0,71.612,37.61333949990250,78.37787073623950,89.25082719185280,213,Rain,No
2022-01-11,Whitefield,Marathahalli Bridge,40629,28.942850769966600,1.5,100.0,100.0,2,131.25800000000000,46.28856153616430,66.00676003268170,86.87168843607430,100,Clear,Yes
2022-01-11,Koramangala,Sony World Junction,14197,57.98811324847050,1.118614232515060,44.31739792825030,73.73153531181180,1,78.394,22.187653473385900,63.935825988535900,83.0151359850669,212,Clear,Yes
2022-01-11,Electronic City,Hosur Road,13734,60.01333651955490,1.082274904878220,38.20772836318810,69.82012968038870,1,77.468,47.12114932744110,61.67804893726550,98.42443887971920,213,Windy,No
2022-01-11,M.G. Road,Trinity Circle,48585,38.592094004578400,1.5,100.0,100.0,1,147.17000000000000,40.24538180609370,77.57619958777810,80.64697912472630,121,Clear,No
2022-01-11,Pattanagere,South End Circle,35331,37.825799504883000,1.5,100.0,100.0,4,120.662,48.15188432278570,99.38678958098030,96.86940332485590,75,Clear,No
2022-01-11,Hebbal,Ballari Road,31483,42.236136191777800,1.5,100.0,100.0,2,112.96600000000000,58.22197114350640,94.9329166344323,81.8145676989624,108,Clear,Yes
2022-01-11,Yeshwanthpur,Yeshwanthpur Circle,24863,40.77188038914460,1.0816142538515600,83.9783656527124,100.0,1,99.726,34.87691980800180,91.35167137941590,77.71132570660080,96,Clear,No
2022-01-12,Indiranagar,CMH Road,37767,38.38720502869640,1.5,100.0,100.0,2,125.534,53.371253622188800,74.2197204176543,89.7098665638542,84,Clear,No
2022-01-12,Whitefield,Marathahalli Bridge,29583,53.8661464608941,1.5,100.0,100.0,3,109.166,15.394079539403200,62.342037169759200,66.71191593480310,109,Fog,No
2022-01-12,Whitefield,ITPL Main Road,14566,26.3346338292694,1.035440171871850,42.96557238755760,73.81225294063740,3,79.132,39.487363730585000,85.4470945883293,89.2825809040116,180,Overcast,No
2022-01-12,Koramangala,Sony World Junction,43533,23.803825667109900,1.5,100.0,100.0,0,137.066,68.21879305730410,70.9228323989125,75.90393831194080,94,Clear,No
2022-01-12,Electronic City,Silk Board Junction,19320,20.0,1.0533919889663800,56.0120302751425,98.87939306973770,0,88.64,40.57954918306260,89.18032914609590,88.27564494955550,88,Clear,No
2022-01-12,M.G. Road,Trinity Circle,48094,26.075441606431000,1.5,100.0,100.0,1,146.188,63.15787836925750,77.9895936980216,88.83552784775910,81,Clear,Yes
2022-01-12,Pattanagere,Pattanagere 4th Block,21711,34.73359265264270,1.3599333382749100,62.806467935509800,100.0,1,93.422,75.57757234231640,62.09031517144100,70.93966595370810,93,Windy,No
2022-01-12,Hebbal,Hebbal Flyover,31399,34.643585177025200,1.5,100.0,100.0,0,112.798,20.58727801144540,69.0126771980494,62.5483330670149,112,Clear,No
2022-01-12,Yeshwanthpur,Tumkur Road,18517,45.86143883046380,1.1833202566114600,61.41725907593430,89.24274540163280,2,87.03400000000000,42.360689270042500,76.47062166338030,82.5486733575477,101,Clear,No
2022-01-13,Indiranagar,100 Feet Road,11371,51.02477209439480,1.1034483339552200,31.197460401979300,55.157150648715000,1,72.742,24.34168919054990,95.11320312608160,93.97909274757650,218,Clear,No
2022-01-13,Indiranagar,CMH Road,11938,37.64141550677170,1.363688082344620,40.56736929238760,59.668125080342900,0,73.876,55.974607330700600,92.88412642400900,69.02100037537810,187,Clear,No
2022-01-13,Koramangala,Sarjapur Road,55123,36.1772121738091,1.5,100.0,100.0,3,160.24600000000000,78.84650309006550,65.62846112195030,60.1007834201245,90,Rain,No
2022-01-13,M.G. Road,Trinity Circle,52096,49.12220555415430,1.5,100.0,100.0,3,154.192,71.73494308132510,77.09958751682460,58.111670289124000,101,Overcast,Yes
2022-01-13,M.G. Road,Anil Kumble Circle,26541,38.041929195534200,1.5,89.28587509971090,100.0,2,103.082,42.148563802125000,74.31193061301770,74.710622362515,111,Clear,No
2022-01-13,Pattanagere,South End Circle,17216,35.77589815501500,1.180140391562170,62.36319340593280,87.59147584881670,1,84.432,68.9013287159332,78.85148669592660,98.95524690075770,104,Rain,No
2022-01-13,Hebbal,Ballari Road,19195,50.24264677643170,1.334816450097180,59.568855102421500,97.40381910058710,1,88.39,31.37174736877120,68.50577505484380,51.659467728121300,94,Overcast,No
2022-01-14,Indiranagar,100 Feet Road,24545,51.50381788721270,1.224176252392180,74.0364560509363,100.0,3,99.09,78.37602299574620,64.42882373305260,71.12742141559720,117,Overcast,No
2022-01-14,Koramangala,Sony World Junction,56258,45.85982116175030,1.5,100.0,100.0,1,162.51600000000000,59.2580184222557,81.62793906579640,54.82672350977200,92,Clear,No
2022-01-14,Koramangala,Sarjapur Road,32100,26.36048778579190,1.5,97.96285671956710,100.0,4,114.2,15.527841353358000,69.58040679638150,89.72891393500950,101,Overcast,No
2022-01-14,Electronic City,Hosur Road,6265,51.41930534961550,1.331714719726700,28.462911338978700,32.04272352048320,0,62.53,40.12991872246930,72.67786351164480,71.72979804293560,212,Overcast,No
2022-01-14,M.G. Road,Trinity Circle,35956,42.82870243581350,1.5,100.0,100.0,2,121.912,76.53717368103430,84.02604266193420,87.17969580882800,100,Clear,No
2022-01-14,M.G. Road,Anil Kumble Circle,38339,20.0,1.5,100.0,100.0,1,126.678,46.160083991218500,60.22023196641680,50.383201632461300,91,Clear,No
2022-01-14,Pattanagere,South End Circle,28132,33.19510211068370,1.5,91.71363415807720,100.0,1,106.26400000000000,34.165619996118400,80.29647754871240,93.71112623425880,100,Windy,No
2022-01-14,Hebbal,Hebbal Flyover,16393,29.158640569945100,1.363044401022620,58.92398622267050,83.04405214090700,0,82.786,67.66532689549060,98.20242045939960,91.05991412751130,78,Clear,No
2022-01-14,Yeshwanthpur,Yeshwanthpur Circle,9696,37.8084668075758,1.0484100001940800,30.69895580374950,50.99178047808420,0,69.392,15.612600985733200,74.19085167343940,97.08628558094630,207,Clear,No
2022-01-14,Yeshwanthpur,Tumkur Road,21620,52.58938600121950,1.349479437386540,76.54612777598850,100.0,1,93.24000000000000,47.377723078343500,65.6854849517383,50.5853305365452,98,Clear,No
2022-01-15,Indiranagar,100 Feet Road,20081,52.32649360729080,1.291669395019780,69.98249963850550,100.0,1,90.162,57.10766356761030,71.01524697021670,65.31567493891060,109,Fog,No
2022-01-15,Indiranagar,CMH Road,40722,28.06813172763580,1.5,100.0,100.0,3,131.44400000000000,21.680214118912700,77.2211735384883,57.12970720409540,114,Clear,Yes
2022-01-15,Koramangala,Sony World Junction,13316,36.94129933503810,1.2708482558940000,46.50225165572050,65.2259372819754,0,76.632,79.16251763089140,78.1600648478446,84.41371178901190,182,Clear,No
2022-01-15,Electronic City,Silk Board Junction,4901,41.381886607674300,1.0093408385312700,21.4609389456702,24.090230088818900,0,59.802,73.00582281115370,64.64555840802100,97.79594144776600,192,Rain,No
2022-01-15,M.G. Road,Anil Kumble Circle,45841,20.13722970049710,1.5,100.0,100.0,1,141.68200000000000,47.91933686870030,90.4760725041948,91.68249809687930,98,Clear,No
2022-01-15,Pattanagere,Pattanagere 4th Block,14041,52.47910256117530,1.2321870403974800,39.587267360247200,69.64543749202200,1,78.082,38.12451604580270,99.75393555598790,94.01573810744640,205,Rain,No
2022-01-15,Pattanagere,South End Circle,11644,29.970296716048500,1.0910998944412800,48.09391027664360,62.31454610937240,1,73.288,70.89784117533790,65.22609375293850,89.52548971374430,181,Clear,No
2022-01-15,Hebbal,Ballari Road,29959,38.90522897565000,1.5,100.0,100.0,1,109.918,24.22561637602610,90.47192765510790,69.3270253411514,100,Clear,No
2022-01-16,Indiranagar,100 Feet Road,37666,35.895806812552500,1.5,100.0,100.0,4,125.332,71.84253340902420,77.93276221477690,75.52162445021160,104,Clear,No
2022-01-16,Indiranagar,CMH Road,33681,39.07052287124540,1.5,100.0,100.0,2,117.362,77.02136133266670,60.354531404538800,99.89104278409890,105,Clear,Yes
2022-01-16,Koramangala,Sarjapur Road,47091,46.82453826605300,1.5,100.0,100.0,1,144.18200000000000,44.13394667670480,63.1059733868642,70.37715155162150,97,Clear,No
2022-01-16,M.G. Road,Trinity Circle,44425,37.13293707372940,1.5,100.0,100.0,2,138.85,15.103128475753200,76.11493130530550,64.76452470239720,92,Overcast,No
2022-01-16,M.G. Road,Anil Kumble Circle,50941,20.0,1.5,100.0,100.0,4,151.882,72.2061356185779,80.12335803119350,72.4674871019821,102,Clear,No
2022-01-16,Pattanagere,Pattanagere 4th Block,28429,40.054701591666300,1.5,95.81335268149110,100.0,1,106.858,28.998656631270000,79.86781691271790,64.21370464637580,87,Clear,No
2022-01-16,Pattanagere,South End Circle,8373,45.153789813721100,1.1104678231283600,32.04952974911430,37.49189621621870,1,66.746,27.27767084413320,89.63616224608290,65.81350748646530,179,Clear,No
2022-01-16,Hebbal,Hebbal Flyover,29521,44.449716653887300,1.5,100.0,100.0,1,109.042,58.091348655227000,79.75256161827720,69.38244027278240,104,Clear,No
2022-01-17,Indiranagar,100 Feet Road,43778,45.58484543530330,1.5,100.0,100.0,1,137.55600000000000,35.20353261306850,98.27199261937150,75.02005728551010,98,Clear,No
2022-01-17,Indiranagar,CMH Road,11546,59.524675344707500,1.3288719547265700,45.493626689064600,54.84994054698660,1,73.092,71.61097165450400,68.62962716705820,83.89066001550220,204,Clear,No
2022-01-17,Whitefield,ITPL Main Road,28643,27.38592456715200,1.5,89.46097216454770,100.0,1,107.286,14.066436645624500,64.46048849285110,75.7930951356164,93,Clear,No
